PLAYER_ID,PLAYER_NAME,GP,MIN,MIN_TOT,PTS,PTS_TOT,REB,REB_TOT,AST,AST_TOT,STL,STL_TOT,BLK,BLK_TOT,FG_PCT,FG3_PCT,USG_PCT,IS_CASSPI
2592,James Jones,48,9.7,463.42,3.7,178,1.0,50,0.3,14,0.2,11,0.2,10,0.408,0.394,0.156,False
203949,James Michael McAdoo,41,6.4,261.525,2.9,117,1.4,58,0.4,17,0.2,10,0.2,8,0.536,0.5,0.194,False
203923,James Young,29,6.9,198.90166666666667,1.0,29,0.9,26,0.3,9,0.2,6,0.0,1,0.306,0.231,0.092,False
203099,Jared Cunningham,44,9.3,410.385,2.7,120,0.9,38,0.5,20,0.3,14,0.0,2,0.343,0.308,0.166,False
201162,Jared Dudley,81,25.9,2097.6716666666666,7.9,638,3.5,286,2.1,171,0.9,75,0.2,18,0.478,0.42,0.127,False
203096,Jared Sullinger,81,23.6,1914.62,10.3,834,8.3,673,2.3,187,0.9,75,0.6,47,0.435,0.282,0.216,False
204067,Jarell Eddie,26,5.6,146.76666666666668,2.4,63,0.9,23,0.2,5,0.2,5,0.0,1,0.308,0.319,0.191,False
1626185,Jarell Martin,27,14.1,379.54,5.7,153,3.2,86,0.6,15,0.3,8,0.3,7,0.466,0.0,0.179,False
203950,Jarnell Stokes,7,2.7,18.583333333333332,1.0,7,0.6,4,0.1,1,0.1,1,0.0,0,0.6,0.0,0.133,False
101127,Jarrett Jack,32,32.1,1026.6533333333334,12.8,411,4.3,136,7.4,236,1.1,34,0.2,7,0.391,0.304,0.209,False
201160,Jason Smith,76,15.5,1180.8616666666667,7.2,546,2.9,219,0.8,62,0.4,33,0.9,65,0.485,0.25,0.218,False
1891,Jason Terry,72,17.5,1257.7016666666666,5.9,422,1.1,79,1.4,103,0.7,47,0.1,9,0.402,0.356,0.146,False
201574,Jason Thompson,47,10.0,471.3983333333333,3.1,147,2.9,134,0.6,29,0.3,12,0.4,20,0.481,0.333,0.137,False
201965,Jeff Ayres,17,6.3,106.61833333333334,1.8,30,1.3,22,0.3,5,0.0,0,0.2,3,0.522,0.0,0.134,False
201145,Jeff Green,80,28.2,2253.245,11.7,939,4.2,332,1.7,138,0.7,58,0.5,40,0.43,0.315,0.204,False
201952,Jeff Teague,79,28.5,2254.701666666667,15.7,1239,2.7,214,5.9,470,1.2,97,0.3,24,0.439,0.401,0.259,False
203481,Jeff Withey,51,12.9,657.885,4.3,217,3.4,173,0.4,20,0.4,21,1.0,53,0.537,0.0,0.149,False
203924,Jerami Grant,77,26.8,2066.3333333333335,9.7,749,4.7,361,1.8,135,0.7,54,1.6,127,0.419,0.24,0.179,False
202379,Jeremy Evans,30,8.4,251.40833333333333,2.4,71,1.8,54,0.1,2,0.2,6,0.3,9,0.542,0.25,0.109,False
203087,Jeremy Lamb,66,18.6,1227.255,8.8,580,3.8,252,1.2,77,0.6,42,0.5,30,0.451,0.309,0.214,False
202391,Jeremy Lin,78,26.3,2047.555,11.7,914,3.2,253,3.0,235,0.7,58,0.5,42,0.412,0.336,0.217,False
1626170,Jerian Grant,76,16.6,1264.7733333333333,5.6,426,1.9,143,2.3,177,0.7,50,0.1,10,0.394,0.22,0.185,False
201573,Jerryd Bayless,52,28.9,1504.8183333333334,10.4,541,2.7,141,3.1,163,0.9,47,0.2,11,0.423,0.437,0.164,False
202690,Jimmer Fredette,6,2.9,17.558333333333334,1.5,9,0.0,0,0.2,1,0.2,1,0.0,0,0.4,0.5,0.225,False
202710,Jimmy Butler III,67,36.9,2473.625,20.9,1399,5.3,358,4.8,321,1.6,110,0.6,43,0.454,0.312,0.242,False
201149,Joakim Noah,29,21.9,635.4233333333333,4.3,124,8.8,255,3.8,110,0.6,18,1.0,29,0.383,0.0,0.137,False
201975,Jodie Meeks,3,14.5,43.486666666666665,7.3,22,1.7,5,1.0,3,0.0,0,0.0,0,0.35,0.444,0.232,False
203925,Joe Harris,5,3.0,15.103333333333333,0.6,3,0.6,3,0.4,2,0.0,0,0.0,0,0.25,0.25,0.128,False
204060,Joe Ingles,81,15.3,1241.0966666666666,4.2,342,1.9,151,1.2,96,0.7,55,0.0,4,0.426,0.386,0.128,False
2207,Joe Johnson,81,33.4,2703.3,12.2,992,3.6,292,3.9,318,0.8,61,0.0,4,0.439,0.383,0.178,False
1626202,Joe Young,41,9.4,383.5133333333333,3.8,154,1.2,50,1.6,65,0.4,15,0.0,0,0.367,0.217,0.233,False
201202,Joel Anthony,19,5.0,95.70333333333333,0.9,18,1.1,21,0.1,1,0.1,2,0.6,12,0.6,0.0,0.071,False
203530,Joffrey Lauvergne,59,17.6,1041.2433333333333,7.9,465,4.9,290,0.9,56,0.2,13,0.3,15,0.513,0.245,0.196,False
203089,John Henson,57,16.8,959.4733333333334,7.0,397,3.9,221,0.9,54,0.3,18,1.9,109,0.564,0.0,0.188,False
203098,John Jenkins,43,11.2,480.30333333333334,4.1,178,1.3,57,0.8,35,0.2,8,0.0,1,0.444,0.314,0.167,False
202322,John Wall,77,36.2,2784.015,19.9,1531,4.9,379,10.2,789,1.9,145,0.8,59,0.424,0.351,0.28,False
203948,Johnny O'Bryant III,66,13.0,857.085,3.0,200,2.7,176,0.5,32,0.3,18,0.1,8,0.411,1.0,0.135,False
202720,Jon Leuer,67,18.7,1255.3183333333334,8.5,567,5.6,373,1.1,72,0.6,38,0.4,30,0.481,0.382,0.195,False
201973,Jonas Jerebko,78,15.1,1176.4966666666667,4.4,340,3.7,288,0.8,62,0.3,20,0.3,24,0.413,0.398,0.133,False
202685,Jonas Valančiūnas,60,25.9,1556.9216666666666,12.8,768,9.1,547,0.7,42,0.4,25,1.3,80,0.565,0.0,0.204,False
203613,Jonathon Simmons,55,14.8,812.83,6.0,331,1.7,96,1.1,58,0.4,24,0.1,5,0.504,0.383,0.183,False
203919,Jordan Adams,2,7.3,14.666666666666666,3.5,7,1.0,2,1.5,3,1.5,3,0.0,0,0.333,0.0,0.286,False
203903,Jordan Clarkson,79,32.3,2552.435,15.5,1225,4.0,313,2.4,192,1.1,88,0.1,7,0.433,0.347,0.225,False
200770,Jordan Farmar,12,24.3,291.29333333333335,9.2,110,2.1,25,3.1,37,1.3,15,0.2,2,0.42,0.356,0.178,False
202706,Jordan Hamilton,11,27.6,303.675,11.4,125,5.6,62,2.3,25,0.7,8,0.3,3,0.422,0.289,0.203,False
201941,Jordan Hill,73,20.7,1512.6666666666667,8.8,645,6.2,451,1.2,87,0.5,36,0.5,37,0.506,0.0,0.201,False
203895,Jordan McRae,22,8.9,195.95166666666665,4.5,99,0.9,20,1.1,25,0.1,3,0.0,1,0.436,0.455,0.244,False
1626175,Jordan Mickey,16,3.6,57.178333333333335,1.3,21,0.8,13,0.1,1,0.0,0,0.7,11,0.364,0.0,0.193,False
203268,Jorge Gutierrez,12,5.3,63.3,1.8,22,0.6,7,1.4,17,0.3,3,0.0,0,0.545,0.0,0.148,False
101181,Jose Calderon,72,28.1,2023.8383333333334,7.6,544,3.2,229,4.1,298,0.9,63,0.1,7,0.459,0.414,0.124,False
203962,Josh Huestis,5,11.0,54.983333333333334,2.8,14,2.0,10,0.0,0,0.2,1,0.4,2,0.417,0.667,0.135,False
201177,Josh McRoberts,42,14.2,594.6933333333334,3.6,150,2.5,105,1.9,81,0.4,18,0.2,7,0.372,0.245,0.148,False
1626196,Josh Richardson,52,21.3,1106.95,6.6,341,2.1,107,1.4,73,0.7,36,0.5,25,0.452,0.461,0.134,False
2746,Josh Smith,55,16.0,879.9733333333334,6.0,332,3.5,192,1.6,90,0.6,34,0.9,47,0.364,0.287,0.221,False
201950,Jrue Holiday,65,28.2,1830.8816666666667,16.8,1089,3.0,195,6.0,391,1.4,88,0.3,22,0.439,0.336,0.283,False
203944,Julius Randle,81,28.2,2286.1966666666667,11.3,919,10.2,829,1.8,144,0.7,53,0.4,29,0.429,0.278,0.209,False
1626147,Justin Anderson,55,11.8,646.8766666666667,3.8,208,2.4,132,0.5,29,0.3,19,0.5,25,0.406,0.265,0.152,False
202712,Justin Harper,5,7.0,35.083333333333336,2.6,13,0.2,1,0.0,0,0.2,1,0.0,0,0.4,0.444,0.167,False
203200,Justin Holiday,53,14.6,772.5866666666667,4.5,239,1.7,90,1.1,56,0.6,32,0.4,19,0.386,0.343,0.16,False
1626159,Justise Winslow,78,28.6,2232.135,6.4,502,5.2,403,1.5,118,0.9,68,0.3,26,0.422,0.276,0.122,False
203994,Jusuf Nurkić,32,17.1,547.075,8.2,263,5.5,175,1.3,40,0.8,24,1.4,44,0.417,0.0,0.266,False
203909,KJ McDaniels,37,6.4,235.32333333333332,2.4,89,1.1,42,0.3,10,0.2,7,0.2,6,0.403,0.28,0.179,False
1626157,Karl-Anthony Towns,82,32.0,2626.485,18.3,1503,10.5,858,2.0,161,0.7,58,1.7,138,0.542,0.341,0.243,False
202695,Kawhi Leonard,72,33.0,2379.5633333333335,21.2,1523,6.8,493,2.6,186,1.8,128,1.0,71,0.506,0.443,0.252,False
203951,Keith Appling,5,5.4,26.85,1.2,6,0.2,1,0.2,1,0.2,1,0.0,0,0.25,0.0,0.2,False
203482,Kelly Olynyk,69,20.2,1394.8466666666666,10.0,687,4.1,281,1.5,105,0.8,52,0.5,33,0.455,0.405,0.204,False
1626162,Kelly Oubre Jr.,63,10.7,671.3816666666667,3.7,236,2.1,133,0.2,13,0.3,22,0.1,7,0.427,0.316,0.166,False
202689,Kemba Walker,81,35.6,2885.15,20.9,1689,4.4,357,5.2,421,1.6,126,0.5,39,0.427,0.371,0.261,False
203088,Kendall Marshall,30,13.3,399.64666666666665,3.7,111,0.9,28,2.4,73,0.5,16,0.1,2,0.364,0.327,0.179,False
2570,Kendrick Perkins,37,14.6,542.0416666666666,2.5,91,3.5,128,0.8,31,0.3,11,0.3,11,0.533,0.0,0.103,False
202702,Kenneth Faried,67,25.3,1694.4516666666666,12.5,835,8.7,581,1.2,79,0.5,32,0.9,60,0.558,0.5,0.203,False
203145,Kent Bazemore,75,27.8,2082.7966666666666,11.6,872,5.1,379,2.3,171,1.3,98,0.5,38,0.441,0.357,0.195,False
203484,Kentavious Caldwell-Pope,76,36.7,2788.7316666666666,14.5,1105,3.7,282,1.8,138,1.4,110,0.2,17,0.42,0.309,0.177,False
201142,Kevin Durant,72,35.8,2577.62,28.2,2029,8.2,589,5.0,361,1.0,69,1.2,85,0.505,0.387,0.298,False
708,Kevin Garnett,38,14.6,555.675,3.2,122,3.9,150,1.6,62,0.7,28,0.3,10,0.47,0.0,0.114,False
201567,Kevin Love,77,31.5,2424.395,16.0,1234,9.9,762,2.4,185,0.8,58,0.5,41,0.419,0.36,0.233,False
2755,Kevin Martin,55,19.9,1094.98,9.3,514,2.0,110,1.1,58,0.5,26,0.1,3,0.372,0.36,0.217,False
202338,Kevin Seraphin,48,11.0,526.4883333333333,3.9,187,2.6,126,1.0,47,0.2,8,0.8,36,0.41,0.0,0.219,False
1626172,Kevon Looney,5,4.1,20.598333333333333,1.8,9,2.0,10,0.0,0,0.0,0,0.0,0,0.571,0.5,0.14,False
203114,Khris Middleton,79,36.1,2852.0,18.2,1434,3.8,302,4.2,331,1.7,131,0.2,19,0.444,0.396,0.224,False
2550,Kirk Hinrich,46,13.7,630.9983333333333,3.0,137,1.5,70,1.6,73,0.3,15,0.0,2,0.38,0.387,0.113,False
202691,Klay Thompson,80,33.3,2666.415,22.1,1771,3.8,306,2.1,166,0.8,60,0.6,49,0.47,0.425,0.26,False
977,Kobe Bryant,66,28.2,1863.3233333333333,17.6,1161,3.7,247,2.8,184,0.9,62,0.2,13,0.358,0.285,0.314,False
201585,Kosta Koufos,78,19.0,1482.4,6.8,529,5.4,423,0.4,33,0.5,40,0.9,70,0.532,0.0,0.152,False
203123,Kostas Papanikolaou,26,11.3,294.015,2.6,67,1.5,40,0.6,16,0.5,13,0.2,5,0.364,0.313,0.141,False
2743,Kris Humphries,53,15.7,834.7133333333334,6.5,343,4.1,218,0.7,36,0.3,16,0.4,23,0.41,0.315,0.189,False
204001,Kristaps Porziņģis,72,28.4,2046.4616666666666,14.3,1028,7.3,526,1.3,94,0.7,53,1.9,134,0.421,0.333,0.243,False
203937,Kyle Anderson,78,16.0,1245.0616666666667,4.5,350,3.1,244,1.6,123,0.8,60,0.4,29,0.468,0.324,0.143,False
2594,Kyle Korver,80,30.0,2400.665,9.2,739,3.3,260,2.1,164,0.8,60,0.4,35,0.434,0.398,0.132,False
200768,Kyle Lowry,77,37.0,2851.155,21.2,1634,4.7,365,6.4,494,2.1,158,0.4,34,0.427,0.388,0.256,False
203124,Kyle O'Quinn,65,11.8,764.2883333333333,4.8,309,3.8,250,1.1,72,0.3,20,0.8,49,0.476,0.227,0.206,False
202713,Kyle Singler,68,14.4,977.1183333333333,3.4,231,2.1,141,0.4,24,0.4,30,0.1,9,0.389,0.309,0.113,False
202681,Kyrie Irving,53,31.5,1667.3733333333332,19.6,1041,3.0,157,4.7,250,1.1,56,0.3,18,0.448,0.321,0.285,False
200746,LaMarcus Aldridge,74,30.6,2260.86,18.0,1331,8.5,632,1.5,110,0.5,38,1.1,81,0.513,0.0,0.258,False
203934,Lamar Patterson,35,11.3,394.9,2.4,84,1.4,50,1.1,39,0.3,9,0.1,2,0.35,0.245,0.123,False
202362,Lance Stephenson,69,19.9,1372.3066666666666,8.3,573,3.2,223,1.9,133,0.6,43,0.1,9,0.481,0.385,0.194,False
202498,Lance Thomas,59,22.3,1313.39,8.2,484,2.2,131,0.9,53,0.4,22,0.1,7,0.442,0.404,0.166,False
204038,Langston Galloway,82,24.8,2033.2983333333334,7.6,625,3.5,288,2.5,207,0.9,77,0.3,22,0.393,0.344,0.151,False
1626204,Larry Nance Jr.,63,20.1,1265.715,5.5,349,5.0,312,0.7,44,0.9,54,0.4,23,0.527,0.1,0.124,False
202730,Lavoy Allen,79,20.2,1598.8066666666666,5.4,428,5.4,424,1.0,76,0.3,26,0.5,42,0.516,0.0,0.128,False
2544,LeBron James,76,35.6,2708.5783333333334,25.3,1920,7.4,565,6.8,514,1.4,104,0.6,49,0.52,0.309,0.305,False
2571,Leandro Barbosa,68,15.9,1079.205,6.4,433,1.7,117,1.2,82,0.6,44,0.1,10,0.462,0.355,0.174,False
203485,Lorenzo Brown,8,7.6,60.733333333333334,2.5,20,0.9,7,1.4,11,0.4,3,0.1,1,0.32,0.125,0.248,False
200811,Lou Amundson,29,7.0,204.435,1.8,52,1.7,49,0.4,12,0.2,6,0.2,7,0.358,0.0,0.166,False
101150,Lou Williams,67,28.5,1906.7116666666666,15.3,1028,2.5,169,2.5,167,0.9,62,0.3,19,0.408,0.344,0.221,False
201601,Luc Mbah a Moute,75,17.0,1273.835,3.1,231,2.3,171,0.4,30,0.6,44,0.3,19,0.454,0.325,0.095,False
203512,Lucas Nogueira,29,7.7,224.73,2.2,65,1.6,46,0.2,7,0.4,12,0.4,12,0.636,0.333,0.12,False
1626242,Luis Montero,12,3.5,42.03666666666667,1.2,14,0.3,4,0.1,1,0.0,0,0.0,0,0.263,0.111,0.255,False
2449,Luis Scola,76,21.5,1636.195,8.7,664,4.7,360,0.9,66,0.6,46,0.4,27,0.45,0.404,0.19,False
202337,Luke Babbitt,47,18.0,845.0833333333334,7.0,327,3.1,148,1.1,53,0.2,11,0.1,7,0.422,0.404,0.168,False
2736,Luol Deng,74,32.4,2393.9183333333335,12.3,911,6.0,443,1.9,140,1.0,74,0.4,29,0.455,0.344,0.168,False
1938,Manu Ginobili,58,19.6,1134.1016666666667,9.6,555,2.5,146,3.1,177,1.1,66,0.2,11,0.453,0.391,0.227,False
201188,Marc Gasol,52,34.4,1791.045,16.6,861,7.0,362,3.8,196,1.0,50,1.3,70,0.464,0.667,0.237,False
1626273,Marcelo Huertas,53,16.4,868.8166666666667,4.5,237,1.7,90,3.4,182,0.5,26,0.1,7,0.422,0.262,0.161,False
101162,Marcin Gortat,75,30.1,2255.9166666666665,13.5,1012,9.9,741,1.4,106,0.6,47,1.3,96,0.567,0.0,0.186,False
201158,Marco Belinelli,68,24.6,1671.6816666666666,10.2,696,1.7,117,1.9,127,0.5,37,0.0,2,0.386,0.306,0.193,False
202694,Marcus Morris Sr.,80,35.7,2856.451666666667,14.1,1131,5.1,404,2.5,201,0.8,67,0.3,23,0.434,0.362,0.182,False
203935,Marcus Smart,61,27.3,1666.805,9.1,558,4.2,255,3.0,185,1.5,91,0.3,18,0.348,0.253,0.168,False
201977,Marcus Thornton,61,18.2,1108.0783333333334,9.7,590,2.5,150,1.4,84,0.8,47,0.1,4,0.399,0.337,0.235,False
201596,Mario Chalmers,61,22.5,1372.7666666666667,10.3,628,2.6,157,3.8,230,1.4,88,0.2,13,0.41,0.309,0.214,False
1626209,Mario Hezonja,79,17.9,1412.8533333333332,6.1,478,2.2,176,1.4,109,0.5,39,0.2,17,0.433,0.349,0.166,False
203900,Markel Brown,62,15.8,982.3516666666667,5.9,363,2.0,122,1.5,91,0.6,38,0.2,15,0.394,0.314,0.183,False
202693,Markieff Morris,64,25.5,1628.875,12.0,765,5.5,352,1.9,124,0.9,58,0.5,34,0.425,0.303,0.24,False
201578,Marreese Speights,72,11.6,832.4166666666666,7.1,512,3.3,239,0.8,61,0.3,19,0.5,34,0.432,0.387,0.293,False
101107,Marvin Williams,81,28.9,2338.165,11.7,948,6.4,521,1.4,110,0.7,58,1.0,77,0.452,0.402,0.166,False
203486,Mason Plumlee,82,25.4,2083.5133333333333,9.1,749,7.7,628,2.8,226,0.8,68,1.0,85,0.516,0.0,0.171,False
2440,Matt Barnes,76,28.8,2190.153333333333,10.0,758,5.5,420,2.1,163,1.0,78,0.8,57,0.381,0.322,0.175,False
2588,Matt Bonner,30,6.9,205.91166666666666,2.5,76,0.9,27,0.3,9,0.2,6,0.0,1,0.509,0.441,0.14,False
203521,Matthew Dellavedova,76,24.6,1867.3333333333333,7.5,569,2.1,162,4.4,337,0.6,44,0.1,9,0.405,0.41,0.155,False
203090,Maurice Harkless,78,18.7,1457.045,6.4,498,3.6,280,0.9,67,0.6,49,0.4,35,0.474,0.279,0.153,False
1897,Metta World Peace,35,16.9,589.8766666666667,5.0,176,2.5,89,0.8,27,0.6,22,0.3,11,0.311,0.31,0.162,False
203086,Meyers Leonard,61,21.8,1332.5933333333332,8.4,511,5.1,314,1.5,92,0.1,8,0.3,18,0.448,0.377,0.174,False
201563,Michael Beasley,20,18.1,362.58666666666664,12.8,255,4.9,98,0.8,16,0.6,11,0.5,9,0.522,0.333,0.284,False
203487,Michael Carter-Williams,54,30.5,1649.3033333333333,11.5,623,5.1,276,5.2,281,1.5,80,0.8,41,0.452,0.273,0.206,False
203077,Michael Kidd-Gilchrist,7,29.2,204.74166666666667,12.7,89,6.4,45,1.3,9,0.4,3,0.4,3,0.541,0.429,0.173,False
201144,Mike Conley,56,31.4,1760.5116666666668,15.3,857,2.9,164,6.1,342,1.2,67,0.3,16,0.422,0.363,0.225,False
2399,Mike Dunleavy,31,22.7,702.6366666666667,7.2,222,2.7,83,1.3,39,0.5,14,0.3,10,0.41,0.394,0.141,False
2034,Mike Miller,47,7.9,372.96,1.3,63,1.1,53,0.9,40,0.3,13,0.1,4,0.355,0.365,0.089,False
203488,Mike Muscala,60,9.4,564.8916666666667,3.3,195,2.0,117,0.6,34,0.2,13,0.5,27,0.5,0.308,0.152,False
203118,Mike Scott,75,15.3,1146.2233333333334,6.2,464,2.7,206,1.0,78,0.3,25,0.2,17,0.468,0.392,0.171,False
203101,Miles Plumlee,61,14.3,869.8966666666666,5.1,314,3.8,232,0.3,16,0.3,21,0.8,50,0.601,0.0,0.151,False
203141,Mirza Teletovic,79,21.3,1685.4766666666667,12.2,965,3.8,302,1.1,89,0.4,32,0.3,21,0.427,0.393,0.229,False
203956,Mitch McGary,20,3.6,72.45,1.3,26,0.9,18,0.2,3,0.1,1,0.1,2,0.478,0.0,0.192,False
2590,Mo Williams,41,18.2,747.7783333333333,8.2,338,1.8,72,2.4,98,0.3,14,0.1,5,0.437,0.353,0.222,False
101145,Monta Ellis,81,33.8,2733.9683333333332,13.8,1121,3.3,271,4.7,383,1.9,150,0.5,37,0.427,0.309,0.208,False
1626149,Montrezl Harrell,39,9.7,378.6116666666667,3.6,140,1.7,65,0.4,17,0.3,11,0.3,11,0.644,0.0,0.141,False
1626167,Myles Turner,60,22.8,1367.185,10.3,619,5.5,332,0.7,41,0.4,25,1.4,86,0.498,0.214,0.207,False
101126,Nate Robinson,2,11.6,23.296666666666667,0.0,0,0.0,0,2.0,4,0.5,1,0.0,0,0.0,0.0,0.018,False
1737,Nazr Mohammed,5,3.9,19.458333333333332,1.6,8,0.8,4,0.0,0,0.0,0,0.0,0,0.6,0.0,0.2,False
202357,Nemanja Bjelica,60,17.9,1074.8033333333333,5.1,308,3.5,210,1.4,82,0.4,26,0.4,21,0.468,0.384,0.123,False
2403,Nene,57,19.2,1093.91,9.2,525,4.5,259,1.7,97,0.9,54,0.5,26,0.544,0.0,0.218,False
203457,Nerlens Noel,67,29.3,1965.245,11.1,747,8.1,542,1.8,122,1.8,118,1.5,100,0.521,0.5,0.187,False
2555,Nick Collison,59,11.9,699.2783333333333,2.1,123,2.9,171,0.9,52,0.3,15,0.3,16,0.459,0.0,0.105,False
201156,Nick Young,54,19.1,1033.41,7.3,392,1.8,97,0.6,34,0.4,23,0.1,7,0.339,0.325,0.182,False
201587,Nicolas Batum,70,35.0,2447.56,14.9,1046,6.1,428,5.8,403,0.9,65,0.6,43,0.426,0.348,0.209,False
203917,Nik Stauskas,73,24.8,1809.05,8.5,617,2.5,183,1.9,138,0.6,44,0.3,20,0.385,0.326,0.163,False
203999,Nikola Jokić,80,21.7,1732.5516666666667,10.0,796,7.0,560,2.4,189,1.0,79,0.6,50,0.512,0.333,0.194,False
202703,Nikola Mirotic,66,24.9,1646.11,11.8,777,5.5,362,1.5,100,0.9,58,0.7,46,0.407,0.39,0.209,False
201593,Nikola Pekovic,12,13.0,156.315,4.5,54,1.8,21,0.9,11,0.1,1,0.0,0,0.38,0.0,0.204,False
202696,Nikola Vučević,65,31.3,2036.8216666666667,18.2,1181,8.9,576,2.8,179,0.8,53,1.1,70,0.51,0.222,0.265,False
203943,Noah Vonleh,78,15.0,1173.4933333333333,3.6,283,3.9,305,0.4,30,0.3,27,0.3,26,0.421,0.239,0.13,False
1626181,Norman Powell,49,14.8,725.2266666666667,5.6,273,2.3,111,1.0,47,0.6,29,0.2,10,0.424,0.404,0.174,False
202708,Norris Cole,45,26.6,1198.3133333333333,10.6,477,3.4,151,3.7,167,0.8,37,0.1,5,0.405,0.324,0.212,False
201564,O.J. Mayo,41,26.6,1089.6766666666667,7.8,321,2.6,105,2.9,118,1.2,48,0.2,8,0.371,0.321,0.165,False
201600,Omer Asik,68,17.3,1178.1733333333334,4.0,269,6.1,414,0.4,26,0.3,21,0.3,23,0.533,0.0,0.114,False
203111,Orlando Johnson,7,14.5,101.71,3.7,26,2.1,15,0.3,2,0.4,3,0.4,3,0.265,0.2,0.167,False
203490,Otto Porter Jr.,75,30.3,2275.8733333333334,11.6,871,5.2,391,1.6,120,1.4,105,0.4,32,0.473,0.367,0.159,False
200782,P.J. Tucker,82,31.0,2539.5983333333334,8.0,652,6.2,512,2.2,177,1.3,106,0.2,20,0.411,0.33,0.125,False
203798,PJ Hairston,66,19.9,1313.12,6.2,410,2.6,174,0.6,38,0.5,32,0.2,11,0.355,0.29,0.161,False
203143,Pablo Prigioni,59,13.9,822.6366666666667,2.5,145,1.9,114,2.2,130,0.9,53,0.0,1,0.374,0.295,0.108,False
1626192,Pat Connaughton,34,4.2,143.46666666666667,1.1,36,0.9,32,0.3,10,0.1,2,0.0,0,0.265,0.238,0.178,False
201976,Patrick Beverley,71,28.7,2040.6483333333333,9.9,700,3.5,250,3.4,239,1.3,94,0.4,26,0.434,0.4,0.153,False
202335,Patrick Patterson,79,25.6,2019.5583333333334,6.9,543,4.3,342,1.2,94,0.7,53,0.4,32,0.414,0.362,0.127,False
201988,Patty Mills,81,20.5,1662.06,8.5,690,2.0,158,2.8,226,0.7,59,0.1,6,0.425,0.384,0.189,False
2200,Pau Gasol,72,31.8,2291.358333333333,16.5,1187,11.0,793,4.1,294,0.6,42,2.0,146,0.469,0.348,0.244,False
202331,Paul George,81,34.8,2818.9333333333334,23.1,1874,7.0,563,4.1,329,1.9,152,0.4,29,0.418,0.371,0.296,False
200794,Paul Millsap,81,32.7,2646.9166666666665,17.1,1385,9.0,732,3.3,265,1.8,147,1.7,139,0.47,0.319,0.238,False
1718,Paul Pierce,68,18.1,1230.6133333333332,6.1,417,2.7,186,1.0,71,0.5,33,0.3,17,0.363,0.31,0.177,False
203515,Phil Pressey,23,12.3,283.4433333333333,3.3,77,1.3,31,3.3,75,0.8,18,0.2,4,0.385,0.222,0.174,False
203112,Quincy Acy,59,14.8,875.8933333333333,5.2,307,3.2,188,0.5,27,0.5,29,0.4,24,0.556,0.388,0.128,False
1626154,RJ Hunter,36,8.7,314.5683333333333,2.7,97,1.0,37,0.4,13,0.4,14,0.1,4,0.367,0.302,0.15,False
200765,Rajon Rondo,72,35.2,2536.6883333333335,11.9,859,6.0,435,11.7,839,2.0,141,0.1,10,0.454,0.365,0.186,False
1626176,Rakeem Christmas,1,6.1,6.1,4.0,4,1.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.143,False
201196,Ramon Sessions,82,20.3,1667.035,9.9,810,2.5,203,2.9,239,0.6,46,0.1,5,0.473,0.324,0.214,False
200751,Randy Foye,81,20.3,1641.505,5.9,474,1.9,156,2.0,161,0.5,39,0.4,29,0.351,0.3,0.157,False
1626173,Rashad Vaughn,70,14.3,1000.6933333333334,3.1,217,1.3,88,0.6,39,0.4,29,0.2,16,0.305,0.293,0.13,False
2446,Rasual Butler,46,9.4,431.51166666666666,2.7,124,1.2,56,0.5,24,0.3,13,0.5,23,0.471,0.306,0.123,False
203526,Raul Neto,81,18.5,1498.6016666666667,5.9,476,1.5,120,2.1,174,0.8,62,0.0,2,0.431,0.395,0.172,False
203492,Ray McCallum,41,11.6,474.38166666666666,3.3,137,1.1,47,1.5,60,0.3,12,0.2,7,0.377,0.357,0.164,False
101109,Raymond Felton,80,27.4,2191.995,9.5,763,3.2,258,3.6,284,0.9,68,0.2,15,0.406,0.282,0.179,False
203493,Reggie Bullock Jr.,37,11.6,428.845,3.3,122,1.8,68,0.7,27,0.3,10,0.1,2,0.439,0.415,0.113,False
202704,Reggie Jackson,79,30.7,2424.2116666666666,18.8,1489,3.2,253,6.2,492,0.7,59,0.1,11,0.434,0.353,0.283,False
2210,Richard Jefferson,74,17.9,1325.625,5.5,410,1.7,128,0.8,59,0.4,33,0.2,14,0.458,0.382,0.133,False
1626158,Richaun Holmes,51,13.8,702.0016666666667,5.6,287,2.6,135,0.6,33,0.4,19,0.8,40,0.514,0.182,0.171,False
201937,Ricky Rubio,76,30.6,2322.62,10.1,766,4.3,326,8.7,658,2.1,162,0.1,10,0.374,0.326,0.173,False
203496,Robert Covington,67,28.4,1903.0533333333333,12.8,858,6.3,419,1.4,97,1.6,105,0.6,40,0.385,0.353,0.209,False
203135,Robert Sacre,25,12.8,320.09,3.5,87,2.9,72,0.6,14,0.2,4,0.4,10,0.413,0.0,0.139,False
201577,Robin Lopez,82,27.1,2218.94,10.3,842,7.3,602,1.4,114,0.2,16,1.6,129,0.539,0.0,0.174,False
203918,Rodney Hood,79,32.2,2541.016666666667,14.5,1149,3.4,267,2.7,213,0.9,73,0.2,16,0.42,0.359,0.215,False
201155,Rodney Stuckey,58,22.0,1275.4633333333334,8.9,517,2.7,156,2.4,142,0.7,43,0.1,8,0.413,0.241,0.202,False
