SEASON,CAREER_YEAR,PLAYER_NAME,GP,MIN_AVG,PTS_AVG,REB_AVG,AST_AVG,STL_AVG,BLK_AVG,PTS_TOT,REB_TOT,AST_TOT,FG_PCT,FG3_PCT,FT_PCT,TS_PCT,eFG_PCT,AST_TO_TOV,USAGE_INDEX
2008-09,1,LeBron James,81,37.7,28.4,7.6,7.2,1.69,1.15,2304,613,587,0.489,0.344,0.78,0.591,0.53,2.44,71.6
