GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0022300768,433,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,216,1,0,20240212,DAL,WAS,2023-24
Shot Chart Detail,0022300768,575,1630166,Deni Avdija,1610612764,Washington Wizards,4,10,44,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-145,110,1,1,20240212,DAL,WAS,2023-24
Shot Chart Detail,0022300768,614,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,24,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,10,1,0,20240212,DAL,WAS,2023-24
Shot Chart Detail,0022300768,657,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-47,256,1,0,20240212,DAL,WAS,2023-24
Shot Chart Detail,0022300768,664,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,31,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,58,44,1,0,20240212,DAL,WAS,2023-24
Shot Chart Detail,0022300768,682,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,5,1,1,20240212,DAL,WAS,2023-24
Shot Chart Detail,0022300768,704,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,50,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,6,1,1,20240212,DAL,WAS,2023-24
Shot Chart Detail,0022300784,9,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,18,257,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,59,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-137,209,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,63,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,6,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,95,1630166,Deni Avdija,1610612764,Washington Wizards,1,6,16,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,12,137,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,235,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,21,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,288,1630166,Deni Avdija,1610612764,Washington Wizards,2,5,2,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,25,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,297,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,10,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,350,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,32,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-1,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,370,1630166,Deni Avdija,1610612764,Washington Wizards,3,11,27,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,382,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-141,220,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,411,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,44,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,16,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,420,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-22,259,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,439,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,58,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,10,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,473,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,58,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,518,1630166,Deni Avdija,1610612764,Washington Wizards,3,1,58,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,124,225,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,532,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,188,175,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,596,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,138,212,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,622,1630166,Deni Avdija,1610612764,Washington Wizards,4,6,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,142,231,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,636,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-5,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,664,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,12,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,6,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,670,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,2,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-25,70,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,674,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,45,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,201,162,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,683,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,8,1,0,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300784,690,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,18,1,1,20240214,NOP,WAS,2023-24
Shot Chart Detail,0022300800,42,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-7,258,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,134,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,7,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,39,80,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,160,1630166,Deni Avdija,1610612764,Washington Wizards,1,0,37,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,18,64,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,276,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,4,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,30,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,318,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,55,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,26,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,332,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,29,1,1,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,353,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,63,-6,636,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,695,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,48,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,-25,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,492,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,29,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,55,1,1,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,732,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,49,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,31,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,546,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,26,41,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300800,646,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-12,47,1,0,20240222,DEN,WAS,2023-24
Shot Chart Detail,0022300856,19,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,13,1,1,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,23,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-92,248,1,1,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,44,1630166,Deni Avdija,1610612764,Washington Wizards,1,8,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-105,278,1,1,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,143,1630166,Deni Avdija,1610612764,Washington Wizards,1,1,56,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-20,55,1,0,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,181,1630166,Deni Avdija,1610612764,Washington Wizards,2,10,19,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-34,81,1,0,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,312,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,229,94,1,0,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,358,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-181,192,1,0,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,387,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,120,264,1,1,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,590,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,38,Made Shot,Running Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300856,608,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,51,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,21,1,0,20240229,LAL,WAS,2023-24
Shot Chart Detail,0022300865,29,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,23,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-105,165,1,0,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,53,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,5,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,10,31,1,1,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,123,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,36,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,0,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,136,1630166,Deni Avdija,1610612764,Washington Wizards,1,1,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-137,226,1,1,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,279,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,40,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,29,1,0,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,282,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-138,227,1,1,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,336,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,35,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,32,1,0,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,344,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,17,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,13,40,1,0,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,372,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,56,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,35,1,0,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,451,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,35,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,26,1,1,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300865,488,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,208,1,0,20240301,LAC,WAS,2023-24
Shot Chart Detail,0022300882,11,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,5,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,-2,1,1,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,49,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,49,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,11,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,69,1630166,Deni Avdija,1610612764,Washington Wizards,1,6,27,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,17,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,118,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,216,-27,1,1,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,274,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,39,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,30,1,1,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,340,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,39,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,24,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,304,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,38,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,309,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-45,242,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,334,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,1,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,365,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,10,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,22,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,369,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,6,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,381,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,103,237,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,393,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,39,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,33,1,1,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,486,1630166,Deni Avdija,1610612764,Washington Wizards,3,1,28,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,58,69,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,520,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,28,1,1,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,581,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,51,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,39,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,610,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,29,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,29,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300882,615,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,10,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,81,1,0,20240304,UTA,WAS,2023-24
Shot Chart Detail,0022300894,15,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,11,1,0,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,43,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-188,183,1,0,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,50,1630166,Deni Avdija,1610612764,Washington Wizards,1,6,55,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,1,1,1,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,94,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,4,1,1,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,104,1630166,Deni Avdija,1610612764,Washington Wizards,1,2,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-27,256,1,0,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,192,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,28,1,1,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,256,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,55,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,54,36,1,0,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,261,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,338,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,92,250,1,0,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,495,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,31,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-125,236,1,1,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,508,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,36,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,19,1,0,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,555,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,51,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-49,25,1,0,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300894,634,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,10,1,1,20240306,WAS,ORL,2023-24
Shot Chart Detail,0022300910,13,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,46,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,27,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,17,1,0,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,328,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,183,1,0,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,350,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-37,-10,1,0,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,438,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,26,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,19,1,0,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,423,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,26,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,13,1,0,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,357,1630166,Deni Avdija,1610612764,Washington Wizards,3,9,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,376,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,21,1,0,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,485,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,-5,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,534,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,8,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,550,1630166,Deni Avdija,1610612764,Washington Wizards,4,8,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,34,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,554,1630166,Deni Avdija,1610612764,Washington Wizards,4,7,40,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-15,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,573,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,6,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300910,587,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,6,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20240308,WAS,CHA,2023-24
Shot Chart Detail,0022300926,32,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,24,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-31,41,1,0,20240310,MIA,WAS,2023-24
