SEASON,CAREER_YEAR,PLAYER_NAME,GP,MIN_AVG,PTS_AVG,REB_AVG,AST_AVG,STL_AVG,BLK_AVG,PTS_TOT,REB_TOT,AST_TOT,FG_PCT,FG3_PCT,FT_PCT,TS_PCT,eFG_PCT,AST_TO_TOV,USAGE_INDEX
2015-16,1,Omri Casspi,69,27.3,11.8,5.9,1.4,0.81,0.25,813,410,95,0.481,0.409,0.648,0.587,0.571,1.01,41.7
