LOC_X,LOC_Y,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_MADE_FLAG,GAME_DATE,SEASON,PERIOD,ACTION_TYPE,SHOT_RESULT
-206,134,Above the Break 3,Left Side Center(LC),24+ ft.,1,20201223,2020-21,1,Jump Shot,Made
-46,255,Above the Break 3,Center(C),24+ ft.,1,20201223,2020-21,3,Jump Shot,Made
20,47,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20201226,2020-21,1,Driving Layup Shot,Made
-171,204,Above the Break 3,Left Side Center(LC),24+ ft.,1,20201226,2020-21,4,Jump Shot,Made
-151,236,Above the Break 3,Left Side Center(LC),24+ ft.,1,20201227,2020-21,1,Jump Shot,Made
-234,3,Left Corner 3,Left Side(L),24+ ft.,0,20201227,2020-21,1,Jump Shot,Missed
41,32,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20201227,2020-21,2,Layup Shot,Made
-13,32,Restricted Area,Center(C),Less Than 8 ft.,1,20201227,2020-21,2,Running Layup Shot,Made
0,18,Restricted Area,Center(C),Less Than 8 ft.,1,20201227,2020-21,3,Cutting Layup Shot,Made
-25,7,Restricted Area,Center(C),Less Than 8 ft.,0,20201227,2020-21,3,Running Layup Shot,Missed
118,244,Above the Break 3,Right Side Center(RC),24+ ft.,0,20201227,2020-21,3,Jump Shot,Missed
73,28,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20201227,2020-21,3,Driving Layup Shot,Missed
179,214,Above the Break 3,Right Side Center(RC),24+ ft.,0,20201227,2020-21,4,Jump Shot,Missed
41,13,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20201227,2020-21,4,Layup Shot,Missed
-161,217,Above the Break 3,Left Side Center(LC),24+ ft.,0,20201227,2020-21,4,Jump Shot,Missed
197,179,Above the Break 3,Right Side Center(RC),24+ ft.,0,20201229,2020-21,1,Jump Shot,Missed
-214,150,Above the Break 3,Left Side Center(LC),24+ ft.,1,20201229,2020-21,2,Jump Shot,Made
233,-4,Right Corner 3,Right Side(R),24+ ft.,1,20201229,2020-21,3,Jump Shot,Made
-239,-9,Left Corner 3,Left Side(L),24+ ft.,0,20201229,2020-21,3,Jump Shot,Missed
-241,-10,Left Corner 3,Left Side(L),24+ ft.,1,20201229,2020-21,4,Jump Shot,Made
106,131,Mid-Range,Right Side Center(RC),16-24 ft.,0,20201229,2020-21,4,Pullup Jump shot,Missed
-2,9,Restricted Area,Center(C),Less Than 8 ft.,1,20201231,2020-21,1,Layup Shot,Made
185,184,Above the Break 3,Right Side Center(RC),24+ ft.,0,20201231,2020-21,2,Jump Shot,Missed
-243,8,Left Corner 3,Left Side(L),24+ ft.,0,20201231,2020-21,2,Jump Shot,Missed
-231,-6,Left Corner 3,Left Side(L),24+ ft.,0,20201231,2020-21,3,Jump Shot,Missed
48,-1,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20201231,2020-21,3,Cutting Layup Shot,Made
-137,214,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210101,2020-21,1,Jump Shot,Made
188,159,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210101,2020-21,1,Jump Shot,Missed
223,47,Right Corner 3,Right Side(R),24+ ft.,0,20210101,2020-21,2,Jump Shot,Missed
179,183,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210101,2020-21,3,Jump Shot,Made
230,74,Right Corner 3,Right Side(R),24+ ft.,1,20210101,2020-21,3,Jump Shot,Made
63,51,In The Paint (Non-RA),Right Side(R),8-16 ft.,0,20210101,2020-21,3,Turnaround Hook Shot,Missed
14,24,Restricted Area,Center(C),Less Than 8 ft.,1,20210101,2020-21,4,Driving Layup Shot,Made
220,126,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210103,2020-21,1,Jump Shot,Made
22,32,Restricted Area,Center(C),Less Than 8 ft.,0,20210103,2020-21,1,Driving Floating Jump Shot,Missed
105,225,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210103,2020-21,1,Jump Shot,Missed
139,113,Mid-Range,Right Side Center(RC),16-24 ft.,0,20210103,2020-21,3,Fadeaway Jump Shot,Missed
-181,509,Backcourt,Back Court(BC),Back Court Shot,0,20210106,2020-21,2,Jump Shot,Missed
232,27,Right Corner 3,Right Side(R),24+ ft.,0,20210108,2020-21,1,Jump Shot,Missed
25,8,Restricted Area,Center(C),Less Than 8 ft.,0,20210108,2020-21,1,Layup Shot,Missed
193,158,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210108,2020-21,2,Jump Shot,Missed
60,-5,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210109,2020-21,1,Running Layup Shot,Missed
-3,22,Restricted Area,Center(C),Less Than 8 ft.,1,20210109,2020-21,1,Driving Finger Roll Layup Shot,Made
-95,251,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210109,2020-21,1,Jump Shot,Missed
232,-28,Right Corner 3,Right Side(R),24+ ft.,1,20210109,2020-21,1,Jump Shot,Made
-187,184,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210109,2020-21,1,Jump Shot,Made
-16,4,Restricted Area,Center(C),Less Than 8 ft.,1,20210109,2020-21,2,Cutting Finger Roll Layup Shot,Made
-20,46,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210109,2020-21,3,Driving Finger Roll Layup Shot,Missed
-29,79,In The Paint (Non-RA),Center(C),8-16 ft.,0,20210109,2020-21,3,Driving Layup Shot,Missed
-139,234,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210109,2020-21,3,Jump Shot,Missed
228,29,Right Corner 3,Right Side(R),24+ ft.,0,20210109,2020-21,3,Jump Shot,Missed
61,179,Mid-Range,Right Side Center(RC),16-24 ft.,0,20210109,2020-21,3,Pullup Jump shot,Missed
17,294,Above the Break 3,Center(C),24+ ft.,1,20210109,2020-21,4,Step Back Jump shot,Made
196,197,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210109,2020-21,4,Jump Shot,Made
-218,164,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210109,2020-21,4,Jump Shot,Made
78,284,Above the Break 3,Center(C),24+ ft.,0,20210109,2020-21,4,Pullup Jump shot,Missed
41,26,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210111,2020-21,1,Layup Shot,Missed
-58,85,In The Paint (Non-RA),Left Side(L),8-16 ft.,0,20210111,2020-21,2,Driving Hook Shot,Missed
-54,-1,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210111,2020-21,2,Layup Shot,Made
52,-1,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210111,2020-21,3,Alley Oop Layup shot,Made
-17,206,Mid-Range,Center(C),16-24 ft.,1,20210111,2020-21,3,Pullup Jump shot,Made
158,0,Mid-Range,Right Side(R),8-16 ft.,0,20210111,2020-21,3,Turnaround Jump Shot,Missed
230,78,Right Corner 3,Right Side(R),24+ ft.,0,20210318,2020-21,2,Jump Shot,Missed
-210,149,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210318,2020-21,4,Jump Shot,Missed
-232,-14,Left Corner 3,Left Side(L),24+ ft.,0,20210318,2020-21,4,Jump Shot,Missed
63,273,Above the Break 3,Center(C),24+ ft.,1,20210401,2020-21,2,Jump Shot,Made
2,61,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210401,2020-21,2,Driving Finger Roll Layup Shot,Missed
-183,176,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210401,2020-21,2,Jump Shot,Missed
-237,61,Left Corner 3,Left Side(L),24+ ft.,0,20210401,2020-21,2,Jump Shot,Missed
2,42,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210401,2020-21,3,Cutting Layup Shot,Missed
0,44,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210401,2020-21,3,Driving Layup Shot,Made
36,18,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210401,2020-21,3,Running Reverse Layup Shot,Made
167,230,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210401,2020-21,3,Jump Shot,Missed
63,17,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210401,2020-21,4,Driving Layup Shot,Missed
27,8,Restricted Area,Center(C),Less Than 8 ft.,1,20210401,2020-21,4,Running Layup Shot,Made
106,137,Mid-Range,Right Side Center(RC),16-24 ft.,1,20210207,2020-21,1,Jump Shot,Made
214,138,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210207,2020-21,1,Jump Shot,Missed
7,21,Restricted Area,Center(C),Less Than 8 ft.,0,20210207,2020-21,2,Finger Roll Layup Shot,Missed
1,88,In The Paint (Non-RA),Center(C),8-16 ft.,1,20210207,2020-21,2,Floating Jump shot,Made
144,211,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210207,2020-21,3,Jump Shot,Missed
-169,204,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210131,2020-21,1,Jump Shot,Missed
36,7,Restricted Area,Center(C),Less Than 8 ft.,1,20210131,2020-21,2,Driving Layup Shot,Made
-4,31,Restricted Area,Center(C),Less Than 8 ft.,0,20210131,2020-21,3,Driving Finger Roll Layup Shot,Missed
-234,13,Left Corner 3,Left Side(L),24+ ft.,0,20210131,2020-21,4,Jump Shot,Missed
150,196,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210203,2020-21,1,Jump Shot,Missed
18,12,Restricted Area,Center(C),Less Than 8 ft.,1,20210203,2020-21,1,Driving Dunk Shot,Made
9,13,Restricted Area,Center(C),Less Than 8 ft.,1,20210203,2020-21,2,Running Finger Roll Layup Shot,Made
-107,228,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210203,2020-21,2,Jump Shot,Made
-231,22,Left Corner 3,Left Side(L),24+ ft.,1,20210203,2020-21,2,Jump Shot,Made
232,30,Right Corner 3,Right Side(R),24+ ft.,1,20210203,2020-21,3,Jump Shot,Made
-11,17,Restricted Area,Center(C),Less Than 8 ft.,0,20210203,2020-21,3,Running Dunk Shot,Missed
234,56,Right Corner 3,Right Side(R),24+ ft.,0,20210203,2020-21,3,Step Back Jump shot,Missed
40,13,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210203,2020-21,4,Jump Shot,Missed
233,32,Right Corner 3,Right Side(R),24+ ft.,0,20210205,2020-21,1,Jump Shot,Missed
-1,267,Above the Break 3,Center(C),24+ ft.,0,20210205,2020-21,2,Jump Shot,Missed
9,8,Restricted Area,Center(C),Less Than 8 ft.,1,20210205,2020-21,2,Driving Finger Roll Layup Shot,Made
7,110,In The Paint (Non-RA),Center(C),8-16 ft.,1,20210205,2020-21,3,Driving Floating Jump Shot,Made
120,17,Mid-Range,Right Side(R),8-16 ft.,0,20210205,2020-21,3,Pullup Jump shot,Missed
149,32,Mid-Range,Right Side(R),8-16 ft.,0,20210208,2020-21,1,Pullup Jump shot,Missed
-7,-3,Restricted Area,Center(C),Less Than 8 ft.,1,20210208,2020-21,2,Layup Shot,Made
-172,187,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210208,2020-21,3,Jump Shot,Missed
235,66,Right Corner 3,Right Side(R),24+ ft.,0,20210208,2020-21,3,Jump Shot,Missed
-103,220,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210208,2020-21,3,Jump Shot,Missed
-4,43,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210208,2020-21,3,Driving Floating Jump Shot,Missed
172,224,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210208,2020-21,3,Jump Shot,Missed
6,-1,Restricted Area,Center(C),Less Than 8 ft.,1,20210208,2020-21,4,Layup Shot,Made
-228,79,Left Corner 3,Left Side(L),24+ ft.,0,20210208,2020-21,4,Jump Shot,Missed
128,220,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210210,2020-21,1,Jump Shot,Missed
4,11,Restricted Area,Center(C),Less Than 8 ft.,1,20210210,2020-21,2,Cutting Layup Shot,Made
-213,147,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210210,2020-21,2,Jump Shot,Missed
182,180,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210210,2020-21,3,Jump Shot,Made
228,64,Right Corner 3,Right Side(R),24+ ft.,0,20210210,2020-21,3,Jump Shot,Missed
-5,262,Above the Break 3,Center(C),24+ ft.,1,20210210,2020-21,4,Jump Shot,Made
230,87,Right Corner 3,Right Side(R),24+ ft.,0,20210210,2020-21,4,Jump Shot,Missed
143,143,Mid-Range,Right Side Center(RC),16-24 ft.,1,20210212,2020-21,1,Step Back Jump shot,Made
32,6,Restricted Area,Center(C),Less Than 8 ft.,0,20210212,2020-21,1,Running Layup Shot,Missed
147,232,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210212,2020-21,1,Jump Shot,Missed
193,185,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210212,2020-21,1,Jump Shot,Missed
156,186,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210212,2020-21,2,Jump Shot,Made
-120,235,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210212,2020-21,2,Jump Shot,Missed
156,253,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210212,2020-21,2,Jump Shot,Missed
0,33,Restricted Area,Center(C),Less Than 8 ft.,1,20210212,2020-21,3,Driving Dunk Shot,Made
13,58,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210212,2020-21,4,Driving Layup Shot,Missed
225,115,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210215,2020-21,2,Jump Shot,Missed
-164,214,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210215,2020-21,2,Jump Shot,Made
-237,1,Left Corner 3,Left Side(L),24+ ft.,0,20210215,2020-21,4,Jump Shot,Missed
7,37,Restricted Area,Center(C),Less Than 8 ft.,1,20210215,2020-21,4,Cutting Layup Shot,Made
95,254,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210217,2020-21,1,Pullup Jump shot,Made
-237,60,Left Corner 3,Left Side(L),24+ ft.,0,20210217,2020-21,2,Jump Shot,Missed
-235,100,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210217,2020-21,2,Jump Shot,Missed
9,2,Restricted Area,Center(C),Less Than 8 ft.,1,20210220,2020-21,4,Driving Layup Shot,Made
-238,30,Left Corner 3,Left Side(L),24+ ft.,0,20210222,2020-21,2,Jump Shot,Missed
34,41,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210222,2020-21,2,Hook Shot,Missed
-187,183,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210222,2020-21,4,Jump Shot,Made
-3,15,Restricted Area,Center(C),Less Than 8 ft.,1,20210222,2020-21,4,Running Layup Shot,Made
225,118,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210222,2020-21,4,Jump Shot,Made
-232,46,Left Corner 3,Left Side(L),24+ ft.,0,20210223,2020-21,1,Jump Shot,Missed
155,8,Mid-Range,Right Side(R),8-16 ft.,0,20210223,2020-21,4,Pullup Jump shot,Missed
21,7,Restricted Area,Center(C),Less Than 8 ft.,1,20210225,2020-21,3,Reverse Layup Shot,Made
19,64,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210227,2020-21,1,Layup Shot,Missed
6,47,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210227,2020-21,2,Driving Finger Roll Layup Shot,Made
60,69,In The Paint (Non-RA),Right Side(R),8-16 ft.,0,20210227,2020-21,2,Driving Layup Shot,Missed
-230,27,Left Corner 3,Left Side(L),24+ ft.,0,20210227,2020-21,3,Jump Shot,Missed
234,34,Right Corner 3,Right Side(R),24+ ft.,0,20210227,2020-21,4,Jump Shot,Missed
9,73,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210227,2020-21,4,Layup Shot,Missed
115,236,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210228,2020-21,1,Jump Shot,Missed
38,16,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210302,2020-21,1,Running Layup Shot,Made
0,46,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210302,2020-21,2,Layup Shot,Made
-143,253,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210302,2020-21,3,Jump Shot,Missed
-213,154,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210302,2020-21,3,Jump Shot,Missed
51,18,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210302,2020-21,4,Driving Layup Shot,Missed
-223,136,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210302,2020-21,4,Jump Shot,Made
-187,180,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210302,2020-21,4,Jump Shot,Made
2,62,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210304,2020-21,2,Floating Jump shot,Made
28,19,Restricted Area,Center(C),Less Than 8 ft.,1,20210304,2020-21,4,Running Layup Shot,Made
14,23,Restricted Area,Center(C),Less Than 8 ft.,1,20210202,2020-21,1,Driving Layup Shot,Made
154,216,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210202,2020-21,2,Jump Shot,Missed
-17,17,Restricted Area,Center(C),Less Than 8 ft.,1,20210202,2020-21,2,Driving Reverse Layup Shot,Made
-108,248,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210202,2020-21,3,Jump Shot,Made
17,29,Restricted Area,Center(C),Less Than 8 ft.,1,20210202,2020-21,4,Putback Layup Shot,Made
-53,267,Above the Break 3,Center(C),24+ ft.,1,20210202,2020-21,4,Jump Shot,Made
16,281,Above the Break 3,Center(C),24+ ft.,1,20210214,2020-21,1,Jump Shot,Made
8,37,Restricted Area,Center(C),Less Than 8 ft.,1,20210214,2020-21,2,Driving Floating Jump Shot,Made
41,81,In The Paint (Non-RA),Center(C),8-16 ft.,0,20210214,2020-21,3,Pullup Jump shot,Missed
196,178,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210214,2020-21,4,Jump Shot,Missed
-39,13,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210214,2020-21,4,Layup Shot,Missed
227,117,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210214,2020-21,4,Jump Shot,Missed
232,-17,Right Corner 3,Right Side(R),24+ ft.,0,20210214,2020-21,4,Jump Shot,Missed
-30,69,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210214,2020-21,4,Floating Jump shot,Missed
200,141,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210214,2020-21,4,Step Back Jump shot,Missed
5,8,Restricted Area,Center(C),Less Than 8 ft.,0,20210310,2020-21,1,Driving Bank Hook Shot,Missed
2,6,Restricted Area,Center(C),Less Than 8 ft.,1,20210310,2020-21,2,Driving Layup Shot,Made
-226,8,Left Corner 3,Left Side(L),24+ ft.,1,20210310,2020-21,2,Jump Shot,Made
-231,32,Left Corner 3,Left Side(L),24+ ft.,1,20210310,2020-21,2,Jump Shot,Made
67,88,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,20210310,2020-21,3,Turnaround Jump Shot,Made
155,215,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210310,2020-21,3,Jump Shot,Missed
138,218,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210310,2020-21,4,Jump Shot,Missed
-185,171,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210310,2020-21,4,Jump Shot,Made
-9,10,Restricted Area,Center(C),Less Than 8 ft.,1,20210312,2020-21,2,Layup Shot,Made
-191,180,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210312,2020-21,2,Jump Shot,Missed
94,209,Mid-Range,Right Side Center(RC),16-24 ft.,1,20210312,2020-21,4,Jump Shot,Made
-64,252,Above the Break 3,Center(C),24+ ft.,0,20210312,2020-21,4,Jump Shot,Missed
103,32,Mid-Range,Right Side(R),8-16 ft.,0,20210312,2020-21,4,Pullup Jump shot,Missed
-21,276,Above the Break 3,Center(C),24+ ft.,0,20210312,2020-21,4,Jump Shot,Missed
-29,276,Above the Break 3,Center(C),24+ ft.,0,20210313,2020-21,1,Jump Shot,Missed
12,22,Restricted Area,Center(C),Less Than 8 ft.,1,20210313,2020-21,1,Cutting Layup Shot,Made
-195,182,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210313,2020-21,1,Jump Shot,Missed
55,56,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210313,2020-21,1,Running Finger Roll Layup Shot,Made
228,126,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210313,2020-21,2,Jump Shot,Missed
-23,15,Restricted Area,Center(C),Less Than 8 ft.,0,20210313,2020-21,3,Running Layup Shot,Missed
38,4,Restricted Area,Center(C),Less Than 8 ft.,1,20210313,2020-21,4,Alley Oop Dunk Shot,Made
-209,152,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210313,2020-21,4,Running Jump Shot,Missed
174,193,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210313,2020-21,4,Running Jump Shot,Made
161,263,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210313,2020-21,4,Jump Shot,Missed
6,30,Restricted Area,Center(C),Less Than 8 ft.,0,20210315,2020-21,1,Driving Layup Shot,Missed
229,6,Right Corner 3,Right Side(R),24+ ft.,0,20210315,2020-21,2,Jump Shot,Missed
44,16,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210315,2020-21,2,Reverse Layup Shot,Made
159,209,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210315,2020-21,2,Jump Shot,Missed
-22,8,Restricted Area,Center(C),Less Than 8 ft.,1,20210315,2020-21,3,Running Dunk Shot,Made
67,258,Above the Break 3,Center(C),24+ ft.,1,20210315,2020-21,3,Jump Shot,Made
-229,5,Left Corner 3,Left Side(L),24+ ft.,0,20210315,2020-21,3,Jump Shot,Missed
-56,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210315,2020-21,3,Running Layup Shot,Made
38,22,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210315,2020-21,4,Driving Reverse Dunk Shot,Made
38,18,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210317,2020-21,1,Cutting Layup Shot,Made
14,4,Restricted Area,Center(C),Less Than 8 ft.,1,20210317,2020-21,1,Driving Layup Shot,Made
210,139,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210317,2020-21,2,Jump Shot,Missed
22,272,Above the Break 3,Center(C),24+ ft.,0,20210317,2020-21,4,Jump Shot,Missed
40,45,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210317,2020-21,4,Running Dunk Shot,Made
32,29,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210321,2020-21,1,Driving Layup Shot,Missed
158,213,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210321,2020-21,2,Jump Shot,Missed
177,185,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210323,2020-21,1,Jump Shot,Missed
0,10,Restricted Area,Center(C),Less Than 8 ft.,1,20210323,2020-21,3,Cutting Finger Roll Layup Shot,Made
232,65,Right Corner 3,Right Side(R),24+ ft.,0,20210323,2020-21,3,Jump Shot,Missed
-219,139,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210323,2020-21,3,Jump Shot,Made
9,-1,Restricted Area,Center(C),Less Than 8 ft.,1,20210323,2020-21,4,Cutting Dunk Shot,Made
242,73,Right Corner 3,Right Side(R),24+ ft.,1,20210323,2020-21,4,Jump Shot,Made
3,18,Restricted Area,Center(C),Less Than 8 ft.,1,20210323,2020-21,4,Driving Dunk Shot,Made
19,6,Restricted Area,Center(C),Less Than 8 ft.,0,20210325,2020-21,1,Cutting Dunk Shot,Missed
-232,-20,Left Corner 3,Left Side(L),24+ ft.,0,20210325,2020-21,1,Jump Shot,Missed
18,6,Restricted Area,Center(C),Less Than 8 ft.,0,20210325,2020-21,3,Driving Layup Shot,Missed
8,8,Restricted Area,Center(C),Less Than 8 ft.,0,20210325,2020-21,3,Finger Roll Layup Shot,Missed
-128,244,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210327,2020-21,1,Jump Shot,Missed
106,249,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210327,2020-21,1,Jump Shot,Missed
5,43,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210327,2020-21,2,Driving Layup Shot,Made
3,64,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210327,2020-21,2,Layup Shot,Missed
10,37,Restricted Area,Center(C),Less Than 8 ft.,0,20210327,2020-21,2,Running Dunk Shot,Missed
-133,249,Above the Break 3,Left Side Center(LC),24+ ft.,1,20210327,2020-21,2,Jump Shot,Made
211,25,Mid-Range,Right Side(R),16-24 ft.,0,20210329,2020-21,1,Pullup Jump shot,Missed
150,214,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210329,2020-21,1,Jump Shot,Missed
-233,1,Left Corner 3,Left Side(L),24+ ft.,1,20210329,2020-21,3,Jump Shot,Made
-36,42,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210329,2020-21,3,Driving Dunk Shot,Made
193,180,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210329,2020-21,4,Jump Shot,Made
-73,159,Mid-Range,Left Side Center(LC),16-24 ft.,1,20210329,2020-21,4,Jump Shot,Made
27,8,Restricted Area,Center(C),Less Than 8 ft.,0,20210330,2020-21,1,Driving Floating Jump Shot,Missed
-237,-9,Left Corner 3,Left Side(L),24+ ft.,0,20210330,2020-21,1,Jump Shot,Missed
-18,272,Above the Break 3,Center(C),24+ ft.,0,20210330,2020-21,1,Jump Shot,Missed
-23,273,Above the Break 3,Center(C),24+ ft.,0,20210330,2020-21,1,Jump Shot,Missed
51,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210330,2020-21,2,Cutting Layup Shot,Missed
-3,278,Above the Break 3,Center(C),24+ ft.,0,20210330,2020-21,3,Jump Shot,Missed
78,261,Above the Break 3,Center(C),24+ ft.,0,20210330,2020-21,3,Jump Shot,Missed
-113,264,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210330,2020-21,4,Jump Shot,Missed
159,218,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210330,2020-21,4,Jump Shot,Made
-78,84,In The Paint (Non-RA),Left Side(L),8-16 ft.,0,20210330,2020-21,4,Layup Shot,Missed
203,183,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210403,2020-21,1,Jump Shot,Missed
-128,120,Mid-Range,Left Side Center(LC),16-24 ft.,1,20210403,2020-21,1,Step Back Jump shot,Made
26,23,Restricted Area,Center(C),Less Than 8 ft.,1,20210403,2020-21,2,Cutting Layup Shot,Made
19,36,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20210403,2020-21,2,Cutting Layup Shot,Made
27,62,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20210403,2020-21,3,Layup Shot,Missed
-138,247,Above the Break 3,Left Side Center(LC),24+ ft.,0,20210403,2020-21,3,Jump Shot,Missed
19,95,In The Paint (Non-RA),Center(C),8-16 ft.,0,20210403,2020-21,3,Floating Jump shot,Missed
72,179,Mid-Range,Right Side Center(RC),16-24 ft.,0,20210403,2020-21,3,Pullup Jump shot,Missed
182,215,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210403,2020-21,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20210403,2020-21,4,Tip Layup Shot,Made
221,152,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210403,2020-21,4,Jump Shot,Missed
136,219,Above the Break 3,Right Side Center(RC),24+ ft.,1,20210405,2020-21,1,Jump Shot,Made
24,16,Restricted Area,Center(C),Less Than 8 ft.,1,20210405,2020-21,1,Driving Layup Shot,Made
224,121,Above the Break 3,Right Side Center(RC),24+ ft.,0,20210405,2020-21,1,Jump Shot,Missed
