PLAYER_ID,PLAYER_NAME,GP,MIN,MIN_TOT,PTS,PTS_TOT,REB,REB_TOT,AST,AST_TOT,STL,STL_TOT,BLK,BLK_TOT,FG_PCT,FG3_PCT,USG_PCT,IS_LEBRON
200779,Steve Novak,71,16.4,1160.9716666666666,6.9,492,1.8,125,0.6,40,0.3,20,0.1,5,0.444,0.416,0.162,False
201631,Steven Hill,1,2.4,2.433333333333333,2.0,2,3.0,3,0.0,0,0.0,0,0.0,0,1.0,0.0,0.1,False
2031,Stromile Swift,19,9.7,184.41833333333332,3.3,62,2.4,46,0.2,3,0.2,4,0.4,8,0.429,1.0,0.189,False
201180,Sun Sun,10,2.8,28.148333333333333,0.6,6,0.0,0,0.2,2,0.1,1,0.1,1,0.273,0.0,0.175,False
2551,T.J. Ford,74,30.5,2257.931666666667,14.9,1106,3.5,259,5.3,392,1.2,89,0.2,16,0.452,0.337,0.231,False
200814,Tarence Kinsey,50,5.5,276.78333333333336,2.0,102,0.8,38,0.2,10,0.2,12,0.0,0,0.449,0.389,0.17,False
2419,Tayshaun Prince,82,37.3,3057.3483333333334,14.2,1163,5.8,476,3.1,253,0.5,44,0.6,51,0.45,0.397,0.189,False
200757,Thabo Sefolosha,66,22.0,1453.1416666666667,5.9,389,3.7,242,1.7,111,1.1,75,0.7,45,0.426,0.276,0.136,False
201152,Thaddeus Young,75,34.4,2579.735,15.3,1145,5.0,377,1.1,86,1.3,100,0.3,23,0.495,0.341,0.202,False
689,Theo Ratliff,46,12.6,578.47,1.9,89,2.8,128,0.2,9,0.4,17,1.0,47,0.531,0.0,0.074,False
201242,Thomas Gardner,16,6.1,97.72333333333333,1.5,24,0.4,7,0.1,2,0.3,4,0.1,1,0.25,0.174,0.188,False
1495,Tim Duncan,75,33.7,2524.0183333333334,19.3,1450,10.7,800,3.5,264,0.5,38,1.7,126,0.504,0.0,0.285,False
1501,Tim Thomas,64,19.5,1246.54,8.5,545,3.1,201,1.1,68,0.5,31,0.2,11,0.432,0.413,0.196,False
2754,Tony Allen,46,19.3,887.3016666666666,7.8,359,2.3,104,1.4,66,1.2,54,0.5,23,0.482,0.222,0.203,False
1499,Tony Battie,77,15.6,1202.4133333333334,4.8,372,3.6,278,0.4,31,0.3,26,0.3,25,0.489,0.222,0.154,False
2225,Tony Parker,72,34.1,2455.705,22.0,1581,3.1,223,6.9,496,0.9,67,0.1,4,0.506,0.292,0.313,False
1503,Tracy McGrady,35,33.8,1181.4283333333333,15.6,545,4.4,154,5.0,175,1.2,42,0.4,15,0.388,0.376,0.242,False
101143,Travis Diener,55,13.1,719.1316666666667,3.7,206,1.6,86,2.2,122,0.5,26,0.1,5,0.413,0.39,0.124,False
2566,Travis Outlaw,81,27.7,2246.025,12.8,1034,4.1,331,1.0,83,0.6,47,0.7,57,0.453,0.377,0.214,False
2239,Trenton Hassell,53,20.6,1094.23,3.7,194,2.8,146,1.0,51,0.4,21,0.3,16,0.45,0.25,0.097,False
2772,Trevor Ariza,82,24.4,1998.8866666666668,8.9,729,4.3,352,1.8,145,1.7,137,0.3,24,0.46,0.319,0.163,False
201234,Trey Johnson,4,3.5,14.133333333333333,1.0,4,0.3,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.25,False
2211,Troy Murphy,73,34.0,2482.385,14.3,1041,11.8,861,2.4,172,0.8,58,0.5,34,0.475,0.45,0.167,False
1731,Tyronn Lue,44,11.8,520.9566666666667,4.2,183,1.0,46,1.4,60,0.2,8,0.0,0,0.438,0.435,0.165,False
200748,Tyrus Thomas,79,27.5,2174.795,10.8,857,6.4,508,1.0,77,1.2,91,1.9,151,0.451,0.333,0.193,False
2199,Tyson Chandler,45,32.1,1444.7333333333333,8.8,397,8.7,393,0.5,22,0.3,15,1.2,56,0.565,0.0,0.136,False
2617,Udonis Haslem,75,34.1,2560.36,10.6,794,8.2,618,1.1,85,0.6,43,0.3,25,0.518,0.0,0.143,False
1713,Vince Carter,80,36.8,2946.193333333333,20.8,1662,5.1,410,4.7,376,1.0,82,0.5,38,0.437,0.385,0.264,False
2209,Vladimir Radmanovic,78,18.5,1445.13,6.9,540,2.8,222,1.0,81,0.6,46,0.2,15,0.421,0.401,0.18,False
101144,Von Wafer,63,19.4,1224.7516666666668,9.7,610,1.8,113,1.1,71,0.6,40,0.1,8,0.447,0.39,0.227,False
1887,Wally Szczerbiak,74,20.6,1526.76,7.0,517,3.1,232,1.1,82,0.4,28,0.1,10,0.45,0.411,0.151,False
200835,Walter Herrmann,59,10.7,630.2233333333334,3.8,224,1.8,107,0.4,22,0.1,7,0.1,4,0.396,0.342,0.163,False
201594,Walter Sharpe,8,2.4,19.53,1.0,8,0.4,3,0.0,0,0.0,0,0.3,2,0.364,0.0,0.255,False
101198,Will Bynum,57,14.1,802.6566666666666,7.2,410,1.3,75,2.8,157,0.6,34,0.0,2,0.456,0.158,0.271,False
2226,Will Solomon,53,13.4,711.9016666666666,5.0,263,1.2,64,2.5,133,0.5,27,0.1,4,0.429,0.326,0.202,False
2584,Willie Green,81,22.6,1827.6416666666667,8.5,685,1.6,126,2.0,158,0.7,53,0.2,13,0.435,0.317,0.187,False
201163,Wilson Chandler,82,33.4,2734.7883333333334,14.4,1184,5.4,445,2.1,170,0.9,71,0.9,75,0.432,0.328,0.201,False
200821,Yakhouba Diawara,63,13.5,850.49,3.4,213,1.3,82,0.4,27,0.2,13,0.1,6,0.35,0.313,0.132,False
2397,Yao Ming,77,33.6,2588.9066666666668,19.7,1514,9.9,761,1.8,137,0.4,30,1.9,150,0.548,1.0,0.258,False
201146,Yi Jianlian,61,23.3,1421.2133333333334,8.6,525,5.3,326,1.0,60,0.5,29,0.6,36,0.382,0.343,0.205,False
2216,Zach Randolph,50,35.1,1756.3983333333333,20.8,1041,10.1,504,2.1,103,0.9,43,0.3,16,0.475,0.33,0.277,False
2585,Zaza Pachulia,77,19.1,1472.9,6.2,481,5.7,436,0.7,57,0.5,35,0.3,26,0.497,0.0,0.16,False
980,Zydrunas Ilgauskas,65,27.2,1765.3916666666667,12.9,838,7.5,490,1.0,64,0.4,28,1.3,84,0.472,0.385,0.236,False
